log_score,is_anomaly
-230.71078869477097,False
-230.71078869477097,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-230.10693661430668,False
-230.71078869477097,False
-229.79225128164808,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-230.71078869477097,False
-230.71078869477097,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-229.79225128164808,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-230.71078869477097,False
-229.79225128164808,False
-230.71078869477097,False
-229.79225128164808,False
-236.58934558375867,False
-236.58934558375867,False
-236.58934558375867,False
-237.50788299688156,False
-236.58934558375867,False
-237.50788299688156,False
-236.58934558375867,False
-236.58934558375867,False
-237.50788299688156,False
-237.50788299688156,False
-236.58934558375867,False
-237.50788299688156,False
-237.50788299688156,False
-236.58934558375867,False
-236.58934558375867,False
-255.72228266788062,True
-243.9728197637755,True
-243.9728197637755,True
-243.9728197637755,True
-243.9728197637755,True
-243.9728197637755,True
-244.8913571768984,True
-243.9728197637755,True
-244.8913571768984,True
-243.9728197637755,True
-259.70660999132576,True
-260.6251474044486,True
-260.6251474044486,True
-70.05531064288557,False
-69.13677322976265,False
-69.13677322976265,False
-70.05531064288557,False
-69.13677322976265,False
-69.13677322976265,False
-69.13677322976265,False
-69.13677322976265,False
-69.13677322976265,False
-69.13677322976265,False
-70.05531064288557,False
-70.05531064288557,False
-68.21137051866666,False
-69.13677322976265,False
-70.05531064288557,False
-84.62049673028595,False
-99.62849357249132,False
-98.7099561593684,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-82.97616593181816,False
-83.89470334494108,False
-82.97616593181816,False
-82.97616593181816,False
-83.89470334494108,False
-82.05076322072216,False
-83.38089254527564,False
-83.38089254527564,False
-82.46235513215272,False
-83.38089254527564,False
-83.38089254527564,False
-83.38089254527564,False
-83.38089254527564,False
-83.38089254527564,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-76.94454431697665,False
-77.86308173009957,False
-76.94454431697665,False
-76.94454431697665,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-76.94454431697665,False
-83.27783808220468,False
-77.86308173009957,False
-77.86308173009957,False
-76.94454431697665,False
-76.94454431697665,False
-76.94454431697665,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-76.94454431697665,False
-76.94454431697665,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-76.94454431697665,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-77.86308173009957,False
-230.53826203320483,False
-230.53826203320483,False
-230.53826203320483,False
-230.53826203320483,False
-230.53826203320483,False
-230.53826203320483,False
-230.53826203320483,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-256.64082008100354,True
-256.64082008100354,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-260.6251474044486,True
-260.6251474044486,True
-260.6251474044486,True
-69.13677322976265,False
-70.05531064288557,False
-69.13677322976265,False
-70.05531064288557,False
-69.13677322976265,False
-70.05531064288557,False
-69.13677322976265,False
-69.13677322976265,False
-70.05531064288557,False
-70.05531064288557,False
-69.13677322976265,False
-70.05531064288557,False
-69.13677322976265,False
-69.13677322976265,False
-83.70195931716303,False
-98.7099561593684,False
-99.62849357249132,False
-99.62849357249132,False
-82.97616593181816,False
-83.89470334494108,False
-83.89470334494108,False
-82.97616593181816,False
-82.97616593181816,False
-83.89470334494108,False
-83.89470334494108,False
-82.97616593181816,False
-83.89470334494108,False
-83.89470334494108,False
-77.51205866529502,False
-78.43059607841793,False
-77.51205866529502,False
-78.43059607841793,False
-78.43059607841793,False
-78.43059607841793,False
-77.51205866529502,False
-75.83812137023773,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-225.55319577308666,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-225.55319577308666,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-225.23851044042806,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-224.31310772933202,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-225.23851044042806,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-236.58934558375867,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-236.90403091641727,False
-256.64082008100354,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-243.9728197637755,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-260.6251474044486,True
-260.6251474044486,True
-260.6251474044486,True
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-84.62049673028595,False
-99.62849357249132,False
-99.62849357249132,False
-99.62849357249132,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-82.92051459273283,False
-82.92051459273283,False
-82.92051459273283,False
-82.92051459273283,False
-82.92051459273283,False
-82.92051459273283,False
-82.92051459273283,False
-81.24657729767556,False
-81.24657729767556,False
-86.66133364978066,False
-81.24657729767556,False
-80.32803988455264,False
-81.24657729767556,False
-80.32803988455264,False
-81.24657729767556,False
-80.32803988455264,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-80.32803988455264,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-80.32803988455264,False
-80.32803988455264,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-80.32803988455264,False
-80.32803988455264,False
-81.24657729767556,False
-81.24657729767556,False
-81.24657729767556,False
-80.32803988455264,False
-81.24657729767556,False
-81.24657729767556,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-230.64696636786584,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-228.8030262436469,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-230.64696636786584,False
-230.64696636786584,False
-230.64696636786584,False
-228.8030262436469,False
-229.72842895474295,False
-230.64696636786584,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-229.72842895474295,False
-229.72842895474295,False
-230.64696636786584,False
-230.64696636786584,False
-230.64696636786584,False
-230.64696636786584,False
-229.72842895474295,False
-230.64696636786584,False
-236.58934558375867,False
-236.58934558375867,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-236.58934558375867,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-237.50788299688156,False
-256.64082008100354,True
-256.64082008100354,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-244.8913571768984,True
-260.6251474044486,True
-260.6251474044486,True
-260.6251474044486,True
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-70.05531064288557,False
-69.13677322976265,False
-70.05531064288557,False
-70.05531064288557,False
-69.13677322976265,False
-69.13677322976265,False
-70.05531064288557,False
-69.13677322976265,False
-70.05531064288557,False
-70.05531064288557,False
-69.13677322976265,False
-83.70195931716303,False
-99.62849357249132,False
-99.62849357249132,False
-98.7099561593684,False
-82.97616593181816,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-83.89470334494108,False
-82.97616593181816,False
-82.97616593181816,False
-82.97616593181816,False
-76.58665595419902,False
-78.43059607841793,False
-78.43059607841793,False
-77.51205866529502,False
-78.43059607841793,False
-77.51205866529502,False
-77.51205866529502,False
-78.43059607841793,False
-76.75665878336065,False
-76.75665878336065,False
-75.83812137023773,False
-75.83812137023773,False
-75.83812137023773,False
-76.75665878336065,False
-75.83812137023773,False
-76.75665878336065,False
-75.83812137023773,False
-76.75665878336065,False
-75.83812137023773,False
-75.83812137023773,False
-75.83812137023773,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-75.83812137023773,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-76.75665878336065,False
-75.83812137023773,False
-76.75665878336065,False
-75.83812137023773,False
-76.75665878336065,False
-75.83812137023773,False
-76.75665878336065,False
-75.83812137023773,False
-75.83812137023773,False
-76.75665878336065,False
-76.75665878336065,False
-75.83812137023773,False
-226.15704785355095,False
-226.15704785355095,False
-226.15704785355095,False
-225.23851044042806,False
-226.15704785355095,False
-225.23851044042806,False
-226.15704785355095,False
-225.23851044042806,False
-226.15704785355095,False
-226.15704785355095,False
-225.23851044042806,False
-225.23851044042806,False
-226.15704785355095,False
-225.23851044042806,False
-225.23851044042806,False
-226.15704785355095,False
-226.15704785355095,False
